_id,name,first_name,last_name,team,team_id,jersey,height_in,weight_lb,year,st,ag,rt
97e2cd56-c58c-40ba-8f2f-bce9d44c2fb2,Chris George,Chris,George,Dade Academy,69a6fcb68d2c56aa82e48a90,14,70,165,freshman,17,53,38
7e72d4cf-2b46-485c-a68f-2213d8151880,Darrick Rodriguez,Darrick,Rodriguez,Dade Academy,69a6fcb68d2c56aa82e48a90,10,86,278,junior,24,65,61
e792d3a8-0d76-44ca-863d-4d8228c4d3d2,Alan Bray,Alan,Bray,Tallahassee,69a6fcb68d2c56aa82e48a91,55,79,250,senior,63,92,69
2c67751b-7138-47c7-847f-6124c6c559ed,Cale Wessington,Cale,Wessington,Tallahassee,69a6fcb68d2c56aa82e48a91,30,78,243,sophomore,21,74,52
9090dfac-2071-4c6b-ad84-e864f913c4cc,Horace Lowe,Horace,Lowe,Tallahassee,69a6fcb68d2c56aa82e48a91,23,72,205,senior,62,61,59
58a836d8-cee0-49a1-82c2-a0d57597fdc7,Michael Vining,Michael,Vining,Tallahassee,69a6fcb68d2c56aa82e48a91,4,69,179,freshman,35,35,39
22261336-917a-48e7-81f0-0018c94e914f,Edison Scheerer,Edison,Scheerer,Tallahassee,69a6fcb68d2c56aa82e48a91,14,67,158,freshman,9,11,26
4179be60-980b-4982-972a-6686e4c39948,Valentine O'Neal,Valentine,O'Neal,Tallahassee,69a6fcb68d2c56aa82e48a91,13,71,163,junior,8,35,37
ea0ea76c-3039-4035-8beb-b36c21cec1c6,Ethan Sales,Ethan,Sales,Tallahassee,69a6fcb68d2c56aa82e48a91,44,75,210,junior,62,65,49
6607b5aa-d5f2-4563-b7ec-55d230460082,Peyton Roberts,Peyton,Roberts,Tallahassee,69a6fcb68d2c56aa82e48a91,31,67,155,senior,25,37,34
551f2064-8813-4f47-8882-df9877688846,Chandler Quan,Chandler,Quan,Tallahassee,69a6fcb68d2c56aa82e48a91,5,76,206,junior,62,22,64
44777cd5-fe9f-43dc-b053-8c9f33e05b39,Edmund Alm,Edmund,Alm,Tallahassee,69a6fcb68d2c56aa82e48a91,51,77,224,senior,92,55,65
d4b3f3e7-9831-47c5-af23-0e6cc64cedaf,Hai Kerrigan,Hai,Kerrigan,Tallahassee,69a6fcb68d2c56aa82e48a91,22,69,173,senior,34,17,31
9017807c-da83-49dc-a893-70466a9721d4,Hayden McGinnis,Hayden,McGinnis,Tallahassee,69a6fcb68d2c56aa82e48a91,42,78,236,senior,63,41,54
433513aa-28ad-4707-8a07-de7b7f1f03c5,Killian Swanson,Killian,Swanson,Hyde Methodist,69a6fcb68d2c56aa82e48a92,22,76,214,senior,82,61,70
dc6c2b53-70e5-4b2d-a53e-ff64dc89c78e,Johnathon Gillespie,Johnathon,Gillespie,Hyde Methodist,69a6fcb68d2c56aa82e48a92,44,73,197,senior,20,26,36
31ad62b2-837d-4ff8-a3ea-2a85f586ecd8,Lucian Jimenez,Lucian,Jimenez,Hyde Methodist,69a6fcb68d2c56aa82e48a92,20,71,184,freshman,34,23,55
e880be7d-22e5-4817-a0e2-7533407b8cac,Seth Buchheit,Seth,Buchheit,Hyde Methodist,69a6fcb68d2c56aa82e48a92,1,73,194,sophomore,35,26,41
453b151b-2bd6-44d9-b123-78fd3cbb087d,Drew Dunn,Drew,Dunn,Hyde Methodist,69a6fcb68d2c56aa82e48a92,30,69,176,freshman,21,38,36
2e3f6f7c-c5a5-45a3-931f-86208c22b7d6,Duncan Duran,Duncan,Duran,Hyde Methodist,69a6fcb68d2c56aa82e48a92,7,71,184,senior,9,1,24
ac36aaf8-0285-4010-a79e-6faeaf4d69a9,Jamien Duran,Jamien,Duran,Hyde Methodist,69a6fcb68d2c56aa82e48a92,3,68,158,junior,92,77,85
a74e0f87-2e21-4980-b436-1eb2a0da2c6d,Jared Pellingsty,Jared,Pellingsty,Hyde Methodist,69a6fcb68d2c56aa82e48a92,10,68,162,senior,7,7,20
a1987a14-2d31-478e-809d-d3eef1efb8ed,Jacoby Waldorf,Jacoby,Waldorf,Hyde Methodist,69a6fcb68d2c56aa82e48a92,40,80,244,junior,26,28,57
5f5bf83a-1458-45ef-b9b5-deadba1bb84c,Shawn Purtee,Shawn,Purtee,Hyde Methodist,69a6fcb68d2c56aa82e48a92,14,75,205,freshman,19,16,36
dcd8ebfd-91bd-4717-a7bf-1adcc3240b11,D'Wayne Hinze,D'Wayne,Hinze,Hyde Methodist,69a6fcb68d2c56aa82e48a92,53,75,216,sophomore,40,33,42
fddc7f29-40db-40fa-a537-0e007068d925,Jim Oberlin,Jim,Oberlin,Hyde Methodist,69a6fcb68d2c56aa82e48a92,46,71,188,junior,29,42,39
317271cb-b0f6-401d-af22-76f81b973378,Noble Ochoa,Noble,Ochoa,Wash U Prep,69a6fcb68d2c56aa82e48a93,4,70,173,sophomore,26,17,37
70886e67-f6f8-4d77-9d47-b7b4e8374cbd,Refugio Tempel,Refugio,Tempel,Wash U Prep,69a6fcb68d2c56aa82e48a93,24,72,193,senior,52,61,57
681181a7-b26e-4507-b87a-4b33b67a2aee,Wesley Pope,Wesley,Pope,Wash U Prep,69a6fcb68d2c56aa82e48a93,31,71,189,sophomore,52,48,48
e45ea7d3-95ab-41d1-9fc3-d7334fe4c0f3,Tanner Franco,Tanner,Franco,Wash U Prep,69a6fcb68d2c56aa82e48a93,43,83,261,senior,58,92,76
cbd8d9fd-734a-4453-a124-7b84c05a9a3e,Dewey Hooper,Dewey,Hooper,Wash U Prep,69a6fcb68d2c56aa82e48a93,13,69,168,junior,17,27,35
1368af0d-fd1b-4ab1-bf23-ef65540c03d6,Jacoby Alvarez,Jacoby,Alvarez,Wash U Prep,69a6fcb68d2c56aa82e48a93,29,72,198,freshman,78,51,75
f4216dc5-b5ff-421f-a85c-993ce3e6c489,Rashad Evans,Rashad,Evans,Wash U Prep,69a6fcb68d2c56aa82e48a93,1,68,157,sophomore,40,14,37
8f792ead-3123-46b0-941a-cf7e8c26b61f,Gabriel Horn,Gabriel,Horn,Wash U Prep,69a6fcb68d2c56aa82e48a93,12,71,180,senior,25,63,86
92958720-4ca3-4967-aedb-264804c1602d,Frank Mauk,Frank,Mauk,Wash U Prep,69a6fcb68d2c56aa82e48a93,42,69,163,senior,13,61,43
b585c29f-a1c5-479a-81a1-87f8cbc89b72,Devin Brittan,Devin,Brittan,Wash U Prep,69a6fcb68d2c56aa82e48a93,21,68,156,junior,4,16,31
bbeb6435-29c0-4f3e-905b-cd22b7d0a724,Errol Ugarte,Errol,Ugarte,Wash U Prep,69a6fcb68d2c56aa82e48a93,32,72,196,junior,17,55,51
92307139-b938-4f7f-9d16-c9d6ed4e99e2,Collin Alexander,Collin,Alexander,Wash U Prep,69a6fcb68d2c56aa82e48a93,51,73,202,senior,63,26,47
79428b8b-a16c-4592-ba1e-127c27cee201,Gerald Daughtery,Gerald,Daughtery,Lawrence,69a6fcb68d2c56aa82e48a94,35,80,247,junior,33,44,55
5dcc424a-f3c1-4028-84a9-1d7ac8a12d64,Cason Diez,Cason,Diez,Lawrence,69a6fcb68d2c56aa82e48a94,4,81,246,freshman,40,52,61
ef6afe0a-a966-4193-99e7-0d5d4186eb9a,Malik Watson,Malik,Watson,Lawrence,69a6fcb68d2c56aa82e48a94,2,71,191,freshman,4,9,29
df3e5252-a339-4573-bf2c-198d9386fc8c,Ben Summers,Ben,Summers,Lawrence,69a6fcb68d2c56aa82e48a94,11,70,178,senior,24,75,56
dc990111-3169-4a62-9c78-c8b8d5ed4d63,Cade Carlson,Cade,Carlson,Lawrence,69a6fcb68d2c56aa82e48a94,10,78,240,senior,38,61,61
f4adc0ff-748c-4537-8a9b-795de7ffd946,Eddie Rubio,Eddie,Rubio,Lawrence,69a6fcb68d2c56aa82e48a94,34,70,172,sophomore,92,70,73
e4a88ae7-6cc2-4608-9e49-268fc07d48e0,Samuel Greve,Samuel,Greve,Lawrence,69a6fcb68d2c56aa82e48a94,43,71,188,senior,92,83,83
df2a6fe8-e6a3-48b7-918b-13a96f8e6c3f,Bryce Jackson,Bryce,Jackson,Lawrence,69a6fcb68d2c56aa82e48a94,54,70,179,junior,35,44,59
e2475005-887e-4b95-acac-5699f73c30fd,Gil Hunter,Gil,Hunter,Lawrence,69a6fcb68d2c56aa82e48a94,12,70,176,junior,44,70,45
f650be23-ae5f-4d85-be6c-8655b263880c,Shaun Burnett,Shaun,Burnett,Lawrence,69a6fcb68d2c56aa82e48a94,0,69,164,senior,33,20,22
a68551c0-350a-4ffd-836d-8d9d71f2f3a8,Milton Curtis,Milton,Curtis,Lawrence,69a6fcb68d2c56aa82e48a94,13,69,154,senior,90,76,80
6fb06f28-c3c1-4b89-9300-c5e9ef06eb4b,Sawyer Rasmussen,Sawyer,Rasmussen,Lawrence,69a6fcb68d2c56aa82e48a94,1,67,167,sophomore,53,44,50
c0d19cff-b401-4592-b5f0-65739deb4b00,Randall Woods,Randall,Woods,Ozark Centre,69a6fcb68d2c56aa82e48a95,15,70,169,junior,27,17,36
a50a36b9-0a3d-4c76-8a3b-3065a1c1ca5a,Monte Blood,Monte,Blood,Ozark Centre,69a6fcb68d2c56aa82e48a95,25,78,237,junior,36,12,44
ca68bc28-ad61-46e1-87c7-645657acc36d,Marcus Farmer,Marcus,Farmer,Ozark Centre,69a6fcb68d2c56aa82e48a95,10,73,197,freshman,14,22,37
b303dc3b-8fd8-46ce-ad02-8eceac8f6a9c,Michael Glass,Michael,Glass,Ozark Centre,69a6fcb68d2c56aa82e48a95,40,68,162,sophomore,46,11,44
fecffa6a-b961-4ec1-9eed-8c3523a6e431,Horace Gorgone,Horace,Gorgone,Ozark Centre,69a6fcb68d2c56aa82e48a95,12,70,181,junior,33,42,42
351d39e8-3fab-4884-80b7-0368147e5d26,Mervin King,Mervin,King,Ozark Centre,69a6fcb68d2c56aa82e48a95,32,73,201,senior,64,50,57
eb017649-1d78-4429-aa08-af6958dccacd,Braylen Webster,Braylen,Webster,Ozark Centre,69a6fcb68d2c56aa82e48a95,19,71,181,senior,55,17,50
c4289775-b8f2-4cfb-9d2e-3ecd1255ead4,Ronnie Bachus,Ronnie,Bachus,Ozark Centre,69a6fcb68d2c56aa82e48a95,8,72,202,senior,45,17,40
5f0df2f9-b9e2-4051-b921-177a44ce61da,Ahmed Geyer,Ahmed,Geyer,Ozark Centre,69a6fcb68d2c56aa82e48a95,13,73,202,senior,40,39,58
7a7a0545-b948-4c25-9148-617a2a4219ec,Kaleb Chandler,Kaleb,Chandler,Ozark Centre,69a6fcb68d2c56aa82e48a95,54,75,219,freshman,22,26,48
20110801-9b1f-4841-b966-8f790cbc33ad,Scott Dart,Scott,Dart,Ozark Centre,69a6fcb68d2c56aa82e48a95,16,67,153,junior,8,4,15
2824946b-3c0a-440f-a5a1-b40f99c4b6de,Josue O'Neal,Josue,O'Neal,Ozark Centre,69a6fcb68d2c56aa82e48a95,41,71,186,freshman,53,51,56
2bd2683f-0f0a-48ed-a88a-c9e84fa0fae3,Chase Galvan,Chase,Galvan,Fielding,69a6fcb68d2c56aa82e48a96,46,71,182,senior,28,33,56
9b5b71d7-11a4-47d1-8c64-f3ae935371be,Case Jennison,Case,Jennison,Fielding,69a6fcb68d2c56aa82e48a96,22,72,196,junior,86,61,77
ae2e29d9-0373-4248-8de7-26f205f4d469,Edmund Kitzman,Edmund,Kitzman,Fielding,69a6fcb68d2c56aa82e48a96,10,70,172,sophomore,37,19,33
42942809-5b2f-4d02-b313-8bd31f8aecfa,Llance Nelson,Llance,Nelson,Fielding,69a6fcb68d2c56aa82e48a96,44,69,173,sophomore,40,26,32
f0826244-031c-40e8-9d77-7c4a0d8560e4,Shawn Graves,Shawn,Graves,Fielding,69a6fcb68d2c56aa82e48a96,20,73,199,junior,26,44,52
fa80c671-5cf1-4b17-b2ae-26987f63d47f,Caleb Grahn,Caleb,Grahn,Fielding,69a6fcb68d2c56aa82e48a96,6,70,175,senior,36,28,44
79c61af8-e1b1-4eec-9816-fed9eacf10f0,Wilburn Gleeson,Wilburn,Gleeson,Fielding,69a6fcb68d2c56aa82e48a96,55,80,235,senior,6,42,47
77460567-b5cb-475e-b7a7-a3e5c94dd351,Walter Stutler,Walter,Stutler,Fielding,69a6fcb68d2c56aa82e48a96,19,77,215,sophomore,73,73,53
b2454a8d-5f43-4aa4-a4fa-530f3ecf3083,Lucas Johnson,Lucas,Johnson,Fielding,69a6fcb68d2c56aa82e48a96,24,69,173,junior,23,28,30
2d67874e-9d9d-4779-b564-ebc354ec8992,Ladell Lyons,Ladell,Lyons,Fielding,69a6fcb68d2c56aa82e48a96,23,77,214,sophomore,74,57,62
f93ecd17-269d-4373-ae98-93a3726f0dd6,Kyson Martinez,Kyson,Martinez,Fielding,69a6fcb68d2c56aa82e48a96,52,76,218,junior,17,17,36
5016e53e-5e41-4e87-8bc9-b83c8b503eb1,Hector Nicholson,Hector,Nicholson,Fielding,69a6fcb68d2c56aa82e48a96,12,77,226,junior,52,76,56
2219397a-ca09-4485-aaf5-329129b85d70,Xavier Sharpe,Xavier,Sharpe,Iowa Academy,69a6fcb68d2c56aa82e48a97,10,70,177,sophomore,48,92,73
5774a3f1-7ca0-4d8c-9790-9c7b09329790,Milton Nettles,Milton,Nettles,Iowa Academy,69a6fcb68d2c56aa82e48a97,9,71,180,freshman,39,17,42
9de72cce-41ff-4155-af73-4fec70c3963a,Izaiah Stultz,Izaiah,Stultz,Iowa Academy,69a6fcb68d2c56aa82e48a97,19,73,188,senior,75,30,64
d314c266-d804-41e3-8e3e-ffb60802f2c9,Judah Bartlett,Judah,Bartlett,Iowa Academy,69a6fcb68d2c56aa82e48a97,11,71,182,freshman,17,63,63
9e940d1c-0873-4d2d-95e6-219b831fe57f,Man Jarvis,Man,Jarvis,Iowa Academy,69a6fcb68d2c56aa82e48a97,1,69,162,junior,73,85,72
6577300a-f665-4a67-88a4-db778a94baf8,JZ Terrell,JZ,Terrell,Iowa Academy,69a6fcb68d2c56aa82e48a97,37,71,179,senior,9,33,48
41e9689d-b2e3-4fbb-9fd4-109b911112ff,Denis Mulholland,Denis,Mulholland,Iowa Academy,69a6fcb68d2c56aa82e48a97,33,71,190,junior,38,57,68
3324ce3e-6968-4e6a-98a8-4e967a199816,Kenneth Brown,Kenneth,Brown,Iowa Academy,69a6fcb68d2c56aa82e48a97,44,66,146,junior,29,5,46
8fe45036-318e-47cd-9398-413bff797815,Robby Pisano,Robby,Pisano,Iowa Academy,69a6fcb68d2c56aa82e48a97,17,72,192,junior,14,4,28
34f3cf3b-3cf3-419a-82c2-d2dfde2b4726,Demetric Gamble,Demetric,Gamble,Iowa Academy,69a6fcb68d2c56aa82e48a97,42,72,192,junior,73,86,73
647c619b-a26f-4582-a27a-379d8882765b,Malcolm Castillo,Malcolm,Castillo,Iowa Academy,69a6fcb68d2c56aa82e48a97,8,70,168,senior,47,48,46
9d988200-dcb7-4acc-831c-b1619327e8aa,Ishaan Wasserman,Ishaan,Wasserman,Iowa Academy,69a6fcb68d2c56aa82e48a97,62,76,212,sophomore,75,82,74
55db9054-d182-4f8e-95a7-560ad5bcce8d,Brian Morris,Brian,Morris,Grupenberg,69a6fcb68d2c56aa82e48a98,49,68,167,sophomore,52,12,32
0d18eb17-7e1a-44f1-84bd-475d59cc3811,Everett Moad,Everett,Moad,Grupenberg,69a6fcb68d2c56aa82e48a98,9,70,183,junior,26,40,43
f0225773-ab4e-44a8-9736-960bb81a4e44,Jason Gregg,Jason,Gregg,Grupenberg,69a6fcb68d2c56aa82e48a98,11,70,174,junior,11,4,23
04a57f7a-a27a-4473-8768-8436398d7ab8,Jerald Saulter,Jerald,Saulter,Grupenberg,69a6fcb68d2c56aa82e48a98,33,65,147,junior,8,38,26
5f26e2a2-ebff-4310-a3f7-ff0c93d9775d,Aldo Zapps,Aldo,Zapps,Grupenberg,69a6fcb68d2c56aa82e48a98,24,68,167,sophomore,42,74,52
d8860b84-a0e1-4e80-82dd-77dd9772b2c5,Royce Scarlett,Royce,Scarlett,Grupenberg,69a6fcb68d2c56aa82e48a98,45,72,196,freshman,13,13,29
ca32eb7f-8b27-40fc-accb-735e21bfac47,Nicholas Stinnett,Nicholas,Stinnett,Grupenberg,69a6fcb68d2c56aa82e48a98,55,66,153,junior,28,50,33
908e9fbf-08cc-4cbd-aa49-e03497ed1bfb,Vernon Flemin,Vernon,Flemin,Grupenberg,69a6fcb68d2c56aa82e48a98,23,70,183,sophomore,36,54,47
50c06c98-d59f-41f2-ba5f-b6b3d6343310,Diego Simmons,Diego,Simmons,Grupenberg,69a6fcb68d2c56aa82e48a98,5,72,204,senior,47,38,38
0d6c7d83-bcb8-43ac-85b3-8f038260c4e5,Jesse Chen,Jesse,Chen,Grupenberg,69a6fcb68d2c56aa82e48a98,4,77,214,senior,21,29,51
1fbba68e-154a-4745-bc55-6aa280773961,Ryan Coursey,Ryan,Coursey,Grupenberg,69a6fcb68d2c56aa82e48a98,40,71,186,freshman,74,87,72
d3d843da-33de-4482-b64d-31c17dce81b5,Olin Thetford,Olin,Thetford,Grupenberg,69a6fcb68d2c56aa82e48a98,21,73,195,junior,29,33,38
f53eb6ee-65d9-4675-a71b-f76c968e1d00,Cliff Smith IV,Cliff,Smith IV,Tri-Cities Prep,69a6fcb68d2c56aa82e48a99,2,75,211,freshman,39,48,39
ae8c7ba1-d1d7-41d4-871d-10490c73ef80,Barrett Richard,Barrett,Richard,Tri-Cities Prep,69a6fcb68d2c56aa82e48a99,25,72,201,junior,8,5,42
c230104f-c15a-4fd5-b17e-47ac02de92d6,Fufu Oceguera,Fufu,Oceguera,Tri-Cities Prep,69a6fcb68d2c56aa82e48a99,7,74,200,senior,20,59,42
76f885fc-f381-43f1-8b4a-b3f9eff67ea2,Keith Harper,Keith,Harper,Tri-Cities Prep,69a6fcb68d2c56aa82e48a99,4,69,174,senior,23,7,27
e0d0a7d4-b770-41f2-b1ed-043c22f3785b,Jalen Wolf,Jalen,Wolf,Tri-Cities Prep,69a6fcb68d2c56aa82e48a99,43,72,194,sophomore,83,80,57
6f30d5c2-5c04-4ec2-9ee5-c6313433a296,Theodore Pratt,Theodore,Pratt,Tri-Cities Prep,69a6fcb68d2c56aa82e48a99,33,74,202,junior,77,19,67
fa08dfb4-1296-4d35-8d90-888ef8de8b8b,Ryan May,Ryan,May,Tri-Cities Prep,69a6fcb68d2c56aa82e48a99,17,72,200,senior,76,62,65
c8f4313e-f59a-4371-bdb6-b8995341bc51,Orval Thiele,Orval,Thiele,Tri-Cities Prep,69a6fcb68d2c56aa82e48a99,54,69,172,freshman,55,52,51
269f6b24-bfd9-40a8-8a01-9267f33cea3f,Douglas Thomas,Douglas,Thomas,Tri-Cities Prep,69a6fcb68d2c56aa82e48a99,6,78,237,sophomore,86,86,70
ace85e02-901b-47dd-9d6d-3a210c045abf,Shaka Gallagher,Shaka,Gallagher,Tri-Cities Prep,69a6fcb68d2c56aa82e48a99,42,75,204,junior,64,27,64
2a9031f4-ade6-4b9a-aba2-1811576fc9b9,Erik Morris,Erik,Morris,Tri-Cities Prep,69a6fcb68d2c56aa82e48a99,15,72,187,senior,30,49,38
01eead75-7da1-43e1-b8cf-c2f9583004ce,Teagan Williamson,Teagan,Williamson,Tri-Cities Prep,69a6fcb68d2c56aa82e48a99,5,71,195,junior,32,27,38
99d6970d-026b-4d75-8c9b-4629d77385f0,Jalen Holmes,Jalen,Holmes,HA Rushmore,69a6fcb68d2c56aa82e48a9a,55,73,203,freshman,48,75,59
891ce7d0-cb4e-443e-b45a-8bbafa5553d7,Jonathan Moyer,Jonathan,Moyer,HA Rushmore,69a6fcb68d2c56aa82e48a9a,5,70,167,junior,41,33,45
ff0bdd57-e83b-4af9-9f4d-676af55663c6,Hai Adkins,Hai,Adkins,HA Rushmore,69a6fcb68d2c56aa82e48a9a,43,72,187,freshman,61,78,60
1e454085-1c08-4d02-9a7e-54ddae787fad,Boston Prescott,Boston,Prescott,HA Rushmore,69a6fcb68d2c56aa82e48a9a,40,74,201,freshman,16,22,44
596237fb-d5d8-45c3-a410-a5b93449bbb3,Jerry Menefee,Jerry,Menefee,HA Rushmore,69a6fcb68d2c56aa82e48a9a,2,74,196,sophomore,45,24,52
f2aecc8b-772e-4126-abfa-7cd940b52f61,Michael Moldanado,Michael,Moldanado,HA Rushmore,69a6fcb68d2c56aa82e48a9a,25,75,214,senior,27,40,48
34793917-da3e-46a5-bd9e-8874c6801f5a,Sam Biel,Sam,Biel,HA Rushmore,69a6fcb68d2c56aa82e48a9a,24,71,183,sophomore,52,84,73
ac87df21-237a-44f1-ae93-8f9cd1d69821,Randy He,Randy,He,HA Rushmore,69a6fcb68d2c56aa82e48a9a,30,69,161,freshman,55,33,41
c296d749-ce28-46e3-96be-9575f73c2e75,Philip Carter,Philip,Carter,HA Rushmore,69a6fcb68d2c56aa82e48a9a,50,71,174,freshman,2,3,21
b2082997-a995-417f-8269-d781312da56e,Rene Tallant,Rene,Tallant,HA Rushmore,69a6fcb68d2c56aa82e48a9a,22,68,157,junior,14,17,38
ad160723-994b-4aef-aedd-c20ffc08bd2c,Rickey Dearmond,Rickey,Dearmond,HA Rushmore,69a6fcb68d2c56aa82e48a9a,36,80,239,senior,80,79,69
fcb16f95-187b-4b86-9ace-e07da47cb576,Jonah Hester,Jonah,Hester,HA Rushmore,69a6fcb68d2c56aa82e48a9a,15,79,231,sophomore,63,54,61
dd1fa23f-d911-425d-b9af-ce26a4d539fe,Kamari Bird,Kamari,Bird,Rodeo Circuit,69a6fcb68d2c56aa82e48a9b,53,72,192,junior,92,54,63
d667ca5f-a254-44e6-9961-a08e3448491e,Dane Mullins,Dane,Mullins,Rodeo Circuit,69a6fcb68d2c56aa82e48a9b,6,72,208,freshman,24,42,41
efbd2a8a-5095-4854-92ad-318a5312accd,Fisher Huntley,Fisher,Huntley,Rodeo Circuit,69a6fcb68d2c56aa82e48a9b,50,68,168,senior,8,7,29
199ece5c-9953-4b2b-a64c-2894f5e87aca,Ben Blyster,Ben,Blyster,Rodeo Circuit,69a6fcb68d2c56aa82e48a9b,11,83,254,senior,40,41,62
6df1ff8c-b076-44cf-9f27-78ca3f77dc60,Keyshawn Houseman,Keyshawn,Houseman,Rodeo Circuit,69a6fcb68d2c56aa82e48a9b,9,69,167,senior,11,40,46
6c4ca069-aa3e-413c-80fc-ab596324d423,Steve Jordan,Steve,Jordan,Rodeo Circuit,69a6fcb68d2c56aa82e48a9b,23,73,204,freshman,14,8,28
414f2ca4-83b3-4e9e-831a-023772015e4d,Alonzo Wednesday,Alonzo,Wednesday,Rodeo Circuit,69a6fcb68d2c56aa82e48a9b,22,69,163,freshman,65,7,50
3dd1dcf3-89cc-4efe-bc92-9ac04bfb5cc4,Forest Donovan,Forest,Donovan,Rodeo Circuit,69a6fcb68d2c56aa82e48a9b,7,80,242,sophomore,10,42,54
5ab9eff7-7249-4b9f-93b1-a2c2b86d1766,Gunnar Barker,Gunnar,Barker,Rodeo Circuit,69a6fcb68d2c56aa82e48a9b,51,76,209,senior,21,32,40
88513db8-1ed4-4ee1-be05-97fa704b4c4f,Robert Pugliese,Robert,Pugliese,Rodeo Circuit,69a6fcb68d2c56aa82e48a9b,2,73,198,freshman,52,61,55
ec3218e9-3b3c-491b-923d-e61cf54ba64c,Shane Perlmutter,Shane,Perlmutter,Rodeo Circuit,69a6fcb68d2c56aa82e48a9b,4,69,159,senior,11,27,30
8ba89dfb-3895-4ec7-9add-fb383e900d86,Brycen Nathanson,Brycen,Nathanson,Rodeo Circuit,69a6fcb68d2c56aa82e48a9b,34,82,233,senior,60,63,73
e3860993-51cb-4b64-be58-76d0e9f155d9,Jorge Carlin,Jorge,Carlin,Mt Simmons,69a6fcb68d2c56aa82e48a9c,59,79,241,junior,38,62,66
3d51b39a-e730-4235-b8e3-3f0f518ec374,Hugh Liu,Hugh,Liu,Mt Simmons,69a6fcb68d2c56aa82e48a9c,10,69,179,sophomore,23,22,64
f6e3defd-8052-4ff6-a6e8-faba631b4f37,Gaston Marsh,Gaston,Marsh,Mt Simmons,69a6fcb68d2c56aa82e48a9c,44,74,207,senior,45,87,48
1d0f80a2-8877-49d5-9b3f-9ab81786126f,Elton Ball,Elton,Ball,Mt Simmons,69a6fcb68d2c56aa82e48a9c,5,78,235,junior,12,35,43
c2799eb8-61c8-4f61-a2b9-ea04d9122e92,Max Hawkins,Max,Hawkins,Mt Simmons,69a6fcb68d2c56aa82e48a9c,18,80,235,freshman,42,40,56
73ac55f7-0aab-4cb2-b986-a6ad7e0b5c5c,Randall Pace,Randall,Pace,Mt Simmons,69a6fcb68d2c56aa82e48a9c,24,70,163,freshman,14,25,28
9d4d8df2-0b3c-4f8f-b385-8c2623ca6a35,Harper Lentini,Harper,Lentini,Mt Simmons,69a6fcb68d2c56aa82e48a9c,1,77,233,junior,45,46,59
e7f97204-5dd6-4253-823e-d931284576f3,Lennon Ryba,Lennon,Ryba,Mt Simmons,69a6fcb68d2c56aa82e48a9c,2,71,179,sophomore,46,32,40
910d9986-81bd-4e1e-8dfe-be7dbae9ee5d,Jaydon Coursey,Jaydon,Coursey,Mt Simmons,69a6fcb68d2c56aa82e48a9c,38,77,227,junior,14,16,38
90bb8393-0bb5-4a3d-868d-df82a42d854b,Will McKey,Will,McKey,Mt Simmons,69a6fcb68d2c56aa82e48a9c,16,67,171,senior,46,19,41
927f5420-9f8c-48c2-880a-089bd7ea52b0,Brenton Wald,Brenton,Wald,Mt Simmons,69a6fcb68d2c56aa82e48a9c,35,75,220,sophomore,47,53,56
e94dbcc8-3e2d-4aed-8fb1-d118c92baf02,Marvin Prince,Marvin,Prince,Mt Simmons,69a6fcb68d2c56aa82e48a9c,50,77,224,senior,83,62,70
ed352bed-cdf3-4532-b0b0-c8961ad09792,Cliff Cardella,Cliff,Cardella,Lewis Catholic,69a6fcb68d2c56aa82e48a9d,12,68,165,junior,22,36,45
79fb7137-9e9e-4c56-9f5b-876e195aa205,Joaquin Camacho Jr,Joaquin,Camacho Jr,Lewis Catholic,69a6fcb68d2c56aa82e48a9d,34,74,205,freshman,16,12,23
91eb79ff-0c15-4fab-9374-c7e57fb761ab,Gregory Carter,Gregory,Carter,Lewis Catholic,69a6fcb68d2c56aa82e48a9d,25,73,210,junior,55,34,54
3e3fd55f-693a-4be0-a751-62ba01e92830,Konnor Jefferis,Konnor,Jefferis,Lewis Catholic,69a6fcb68d2c56aa82e48a9d,23,69,169,junior,45,32,41
ebd71773-7efd-4af4-940d-2b0c0ce4843c,Abdiel Duarte,Abdiel,Duarte,Lewis Catholic,69a6fcb68d2c56aa82e48a9d,44,82,240,sophomore,92,92,84
6dcb12d3-a032-4b68-9c38-57d8b8693da3,Moses Charles,Moses,Charles,Lewis Catholic,69a6fcb68d2c56aa82e48a9d,50,78,235,sophomore,22,19,54
3da7f382-de60-4557-a2f8-b69ccf9c4270,Dawson Valencia,Dawson,Valencia,Lewis Catholic,69a6fcb68d2c56aa82e48a9d,43,73,197,junior,15,19,29
fee1964d-0831-497b-b710-2f5cffeb2ffb,Brett Hart,Brett,Hart,Lewis Catholic,69a6fcb68d2c56aa82e48a9d,6,76,221,senior,26,21,42
76d6be27-aeee-40ee-8f6d-9928975579f8,Waldo Mack,Waldo,Mack,Lewis Catholic,69a6fcb68d2c56aa82e48a9d,20,68,170,senior,38,22,36
cf5060b0-4be8-414e-ac5f-526b5e718eb3,LeCharles Marcuson,LeCharles,Marcuson,Lewis Catholic,69a6fcb68d2c56aa82e48a9d,4,76,218,sophomore,67,17,57
0bbfd130-704d-4c04-80a0-80f4f1b075f3,Ian Trombley,Ian,Trombley,Lewis Catholic,69a6fcb68d2c56aa82e48a9d,22,73,182,senior,62,58,52
